offset,modbus_address,name,value,count,type,size,scale_factor,units,rw_access,mandatory,static,label,description
1430,41740,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1432,41742,CellV,,,uint16,,,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1433,41743,CellSt,,,bitfield32,,Tmp_SF,,,Cell Temperature | Cell Status,,Cell Status,Status of the cell
1435,41745,CellSt,,,bitfield32,,,,,Cell Voltage,,Cell Status,Status of the cell
1436,41746,CellV,,,uint16,,CellV SF,v,,Cell Voltage | Cell Temperature,,Cell Voltage,Cell terminal voltage
1438,41748,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1440,41750,CellV,,,uint16,,cellV | Tmp_SF,,,Cell Voltage | Cell Temperature,,Cell Voltage,Cell terminal voltage
1441,41751,Cell T mp,,,int16,,Tmp_SF,,,Cell Status,,,Status of the ce1135
1444,41754,CellV,,,int16,,CellV SF | Tmp_SF,c,,Cell Temperature,,Cell Voltage,Cell terminal voltage
1445,41755,CellTmp,,,int16,,Tmp_SF,c,,Cell Status,,Cell Temperature,Cell temperature
1448,41758,CellV,,,int16,,CellV_SF | Tmp_SF,c,,(Cell Temperature,,Cell Voltage,Cell terminal voltage
,41759,cell ITmp,,,int16,,Tmp_SF,,,Cell Status,,,Status of the ce1137
1452 i | 1453,41762,CellV,,,int16,,Tmp_SF,c,,- Cell Temperature | Cell Status,,Cell Voltage,Cell terminal voltage
1453,41764,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1456,41766,CellV,,,uint16,,Tmp_SF,c,,Cell Temperature,,Cell Voltage,Cell terminal voltage
1458,41768,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1459,41769,,,,,,,,,,,Cell Status,Status of the ce1139
1460 | 1461,41770,CellV,,,uint16,,CellV,,,,,Cell Voltage,Cell terminal voltage
1461 | 1462,41772,CellTmp,,,bitfield32,,Tmp_Sf,,c,,,Cell Temperature,Cell temperature
1464,41774,CellV,,,uint16,,CellV,,,,,Cell Voltage,Cell terminal voltage
1465,41775,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1467 | 1468,41778,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1469,41779,CellTmp,,,int16,,T mp_S F,,c,,,Cell Temperature,Cell temperature
1472,41782,CellV,,,uint16,,CellV,,,,,Cell Voltage,Cell terminal voltage
1473,41783,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1474,41784,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1476,41786,CellV,,,uint16,,Ceuv SF,,,,,Cell Voltage,Cell terminal voltage
1477,41787,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1478,41788,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1481,41791,CellTmp,,,int16,,T m p _ SF,,,,,Cell Temperature,Cell temperature
1482,41792,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1484,41794,CellV,,,uint16,,CellV,sf,v,,,Cell Voltage,Cell terminal voltage
1485,41795,CellTmp,,,int16,,Tmp_SF,,c,,,Cell Temperature,Cell temperature
1486,41796,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1487,41797,,,,,,CellV_SF,,,,,Cell Voltage,Cell terminal voltage47
1488,41798,CellV,,,uint16,,CellV_SF | Tmp_SF,,c,,,Cell Voltage,Cell terminal voltage
1489,41799,CellTmp,,,int16,,Tmp_SF,,c,,,Cell Temperature,Cell temperature
1490,41800,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1491,41801,,,,,,CellV_SF,,v,,,Cell Voltage,ICell terminal voltage48
1492,41802,CellV,,,uint16,,CellV_SF | Tmp_SF,,v | c,,,Cell Voltage,Cell terminal voltage
1493,41803,CellTmp,,,int16,,Tmp_SF,,c,,,Cell Temperature,Cell temperature
1494,41804,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1495,41805,,,,,,CellV_SF,,v,,,Cell Voltage,Cell terminal voltage49
1496,41806,CellV,,,uint16,,CellV_SF | Tmp_SF,,c,,,Cell Voltage,Cell terminal voltage
1497,41807,Cell T mp,,,int16,,Tmp_SF,,,,,Cell Status,Status of the ce1149
1498,41808,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1499,41809,,,,uint16,,cellV_SF,,,,,Cell Voltage,-Cell terminal voltage50
1560,41810,CellV,,,uint16,,Tmp_SF | CellV SF,,c,Cell Voltage,,Cell Voltage,Cell terminal voltage
,41811,CellTmp,,,bitfield32,,,,,,,Cell Temperature,Cell temperature
,41812,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1504,41814,CellV,,,uint16,,,,,,,Cell Voltage,Cell terminal voltage
1505,41815,CellTmp,,,uint16,,CellV SF,,,,,Cell Temperature,Cell temperature
1506 | 1566,41816,CellSt,,,bitfield32,,Tmp_SF,c,,Cell Status,,Cell Status,Status of the cell
1507,41817,,,,bitfield32,,,,,,,Cell Status,Cell I temperatures i | Status of me cef15i
1508,41818,CellV,,,uint16,,,,,,,Cell Voltage,Cell terminal voltage
1509 | 1569,41819,CellTmp,,,uint16,,CellV SF | Tmp_SF,c,,Cell Temperature,,Cell Temperature,Cell temperature
1510,41820,CellSt,,,int16,,Tmp_SF,c,,,,Cell Status,Status of the cell
1511,41821,,,,bitfield32,,,,,,,Cell Status,Status of me ce1152
1512,41822,lithium-ion-module,,,uint16,,,,,,,Lithium-Ion Module %def,
1513,41823,,,,uint16,1,,,,S,,Model I D,Identitier
1514,41824,Strldx,,,uint16,1,,,,S,,Moael Length,LetWh
1515,41825,Modldx,,,uint16,1,,,,,,String Index,Inae of me stnng contaimrw the module
1516,41826,NCell,,,uint16,1,,,,,,Module Index,Index of the module within the str ng
1517,41827,,,,uint16,1,SOC SF,,,,,Module Cell Count,Count of all cells in the moaute
1518,41828,DoD,,,uint16,1,DoD_SF | SOC SF,,,,,Module,Module state of charge. expressed as a percentage
1519,41829,SoH,,,uint16,1,DoD_SF | SOH_SF,,,,,Depth of Discharge,Of discnarze tor me moauje
1520,41830,NCyc,,,uint16,2,,,,,,Module SOH,State of health. expressed as a percentage
1521,41831,,,,,,,,,,,- CWe Count,' Count of executed
1523,41833,CellV,,,uint16,1,CellV SF,v,,,,Cell Voltage,Cell terminal voltage
1524,41834,CellV,,,uint16,,,,,,,Cell Voltage,Cell terminal voltage
1525,41835,CellV,,,uint16,,CellV | SF,,,,,Cell Voltage,Cell terminal voltage
1526,41836,CellV,,,uint16,,,,,,,Cell Voltage,Cell terminal voltage
1527,41837,CellV,,,uint16,1,CellV_SF,,,,,Cell Voltage,Cell terminal voltage
1528,41838,CellTmp,,,int16,1,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1529,41839,CellTmp,,,uint16,1,,,,,,Cell Temperature,Cell temperature
1530,41840,CellTmp,,,int16,1,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1531 | 1537,41841,CellTmp,,,uint16,1,,,,,,Cell Temperature,Cell temperature
1532,41842,CellTmp,,,int16,1,Tmp_Sf,c,,,,Cell Temperature,Cell temperature
1533,41843,NCellBal,,,uint16,1,,,,,,Balanced Cell Count,Numoer of cens currenttv being balanced in the module
1534,41844,SN,,,strjng,16,,,,,,Serial Number,Senal number for the module
1550,41860,SOC SF,,,sunssf,1,,,,,,,
,41861,SOH_SF,,,,1,,,,,,,Scale for module state of health | kale factor tor module state of charge
1552,41862,DoD SF,,,sunssf,1,,,,,,,I Eate for module depth of discharge | Scale for module state of health
1554,41864,CellV,,,sunssf,1,,,,,,Cell Voltage,Cell terminal voltage
1556,41866,CellV,,,uint16,,CellV | SF,,,,,Cell Voltage,Cell terminal voltage
1557,41867,CellTmp,,,int16,,Tmp_SF,c,,Cel J Temperature,,Cell Temperature,Cell temperature
1558,41868,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1561,41871,CellTmp,,,int16,,Tmp_SF,c,,Cell Temperature,,Cell Temperature,Cell temperature
1562,41872,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1564,41874,CellV,,,uint16,,CellV,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1565,41875,cell limp,,,inU7,,Tmp_SF,c,,Cell Temperature,,,Cell temperature3
1568,41878,CellV,,,uint16,,CellV SF,v,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1570,41880,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1572,41882,CellV,,,uint16,,CellV_SF,,,Cen Voltage,,Cell Voltage,Cell terminal voltage
1573,41883,CeJlTmp,,,int16,,Tmp_SF,,,Cell Temperature,,,Cell temperature5
1574,41884,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1576,41886,CellV,,,uint16,,CellV SF,,,Cen Voltage,,Cell Voltage,Cell terminal voltage
1577,41887,CellTmp,,,int16,,Tmp_SF,c,,Cell Temperature,,Cell Temperature,Cell temperature
1578,41888,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
,41890,CellV,,,uint16,,CellV SF,v,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1581,41891,CellTmp,,,int16,,Tmp_SF,c,,Cell Temperature,,Cell Temperature,Cell temperature
1382,41892,CellSt,,,bitfield32,,,,,ICell Status,,Cell Status,Status of the cell
,41894,CellV,,,uint16,,CellV_SF,,,Celt Voltue,,Cell Voltage,Cell terminal voltage
,41895,CellTmp,,,int16,,Tmp_SF,c,,Cell Status | Cen Temperature,,Cell Temperature,Cell temperature
1386,41896,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1606' | 1588,41898,CeliV,,,uint16,,CeilV_SF,v,,-Cell Temperature | Cen Voltage,,,Cell temperature9
,41899,CellTmp,,,bitfield32,,T mp_SF,c,,'Ceil Status | -Cell Temperature,,Cell Temperature,Cell temperature
1610 | 1592,41902,CellV,,,uint16,,CellV_SF,,,,,Cell Voltage,Cell terminal voltage
1611 | 1593,41903,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1612 | 1594,41904,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1614 | 1596,41906,CellV,,,int16,,CellV st,,,,,Cell Voltage,Cell terminal voltage
1615 | 1597,41907,CellTmp,,,int16,,Tmp_Sf,c,,,,Cell Temperature,Cell temperature
1616 | 1598,41908,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1618 | 1600 | 1660,41910,CellV,,,uint16,,CellV_SF,v,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1619 | 1601,41911,CeliTmp,,,int16,,Tmp_SF,c,,,,Cell Temperature,Cell
1620 | 1602,41912,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1622 | 1604,41914,CeilV,,,uint16,,CellV | SF,,,,,Cell Voltage,Cell terminal AeItage13
1623 | 1605,41915,CellTmp,,,int16,,T mp_SF | Tmp_SF,c,,,,Cell Temperature,Cell temperature
1624 | 1606,41916,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1626 | 1608 | 1668,41918,CellV,,,uint16,,CetiV_SF | CellV_SF | Tmp_SF,v | c,,Cell Voltage | Cell Temperature,,Cell Voltage,Cell terminal voltage
1627 | 1609,41919,Cell Tmp,,,int16,,Tmp_SF,c,,,,Cell Temperature,J Emperature14
1628 | 1610,41920,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1612,41922,CellV,,,uint16,,cellV_SF,,,,,Cell Voltage,Cell terminal voltage
1631 | 1613,41923,Cell T mp,,,int16,,Tmp_SF,c,,,,Cell Temperature,Cell temperature15
1632 | 1614,41924,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1634 | 1515,41926,CellV,,,uint16,,CellV_SF,,,,,Cell Voltage,Cell terminal voltage
1635 | 1617 | 1618 41928,41927,CellTmp,,,int16,,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1837 | 1618 41928 | 16201 41930,41929,CellV,,,uint16,,CellV_Sf,,,,,Cell Voltage,Cell terminal voltage
1638 | 16201 41930 | 1621,41931,CellV,,,int16,,,c,,,,Cell Voltage,Cell terminal voltage
1622,41932,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1624,41934,CellV,,,uint16,,CellV,,,,,Cell Voltage,Cell terminal voltage
1643 | 1625 | 1626,41935,CellTmp,,,bitfield32,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1646' | 1629,41938,CellV,,,int16,,CellV_SF | rmp_SF,c,1,,,Cell Voltage,Cell terminal voltage
1629,41940,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1636,41946,CellV,,,uint16,,cellV SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1537,41947,CellTmp,,,int16,,Tmp_SF,c,,Cel I Temperature,,Cell Temperature,Cell temperature
1638,41948,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1640,41950,CellV,,,uint16,,CellV_SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1641,41951,CellTmp,,,int16,,Tmp_SF,,,Cell Temperature,,Cell Temperature,Cell temperature
1642,41952,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1644,41954,CellV,,,uint16,,CellV SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1645,41955,CeilTmp,,,int16,,T mp_SF,,,Cell Temperature,,,Cell temperature23
1646,41956,CellSt,,,bitfield32,,,,,Cen Status,,Cell Status,Status of the cell
1648,41958,CellV,,,uint16,,CellV_SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1549,41959,CellTmp,,,int16,,Tmp_SF,,,Cell Temperature,,Cell Temperature,Cell temperature
1650,41960,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1652,41962,CellV,,,uint16,,CellV SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1653,41963,CellTmp,,,int16,,Tmp_SF,c,,Cell Temperature,,Cell Temperature,Cell temperature
1654,41964,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
,41966,CellV,,,uint16,,CellV,v,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1657,41967,CellTmp,,,int16,,T mp_SF,c,,Cell Temperature,,Cell Temperature,Cell temperature
1658,41968,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1661,41971,CeliTmp,,,int16,,Tmp_SF,c,,Cell Temperature,,,Cell temperature27
1662,41972,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
,41974,CellV,,,uint16,,CellV_SF,,,jCell Voltage,,Cell Voltage,Cell terminal voltage
1666,41976,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1670,41980,CellTmp,,,bitfield32,,,,,Cell Status,,Cell Temperature,Cell temperature
1672,41982,CellV,,,uint16,,CellV_SF,,,¯TCell Temperature | Cell voltage,,Cell Voltage,Cell terminal voltage
1673,41983,CeilTmp,,,int16,,Tmp_Sf,c,,Cen Stbtus,,,Status of the cell-30 | Cell temperature30
1 S74,41984,CellSt,,,bitfield32,,,,,Cen Stbtus,,Cell Status,Status of the cell
1676,41986,CellV,,,uint16,,CellV_SF | rmp_SF,c,,Cen Voltage | Cell Temperature,,Cell Voltage,Cell terminal voltage
", 1678",41988,CellTmp,,,bitfield32,,,,,Cen Status,,Cell Temperature,Cell temperature
1699 | 1681,41991,CellTmp,,,int16,,Tmp_SF,,c,,,Cell Temperature,Cell temperature
1700 | 1682,41992,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1702 | 1684,41994,CellV,,,uint16,,cellV SF,,,,,Cell Voltage,Cell terminal voltage
1703 | 1685,41995,CellTmp,,,int16,,Tmp_SE,,,,,Cell Temperature,Cell temperature
170-4 | 1586,41996,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1706 | 1688,41998,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1707 | 1689,41999,Cell T mp,,,int16,,Tmp_SF,,,,,Cell Temperature,J Cell temperature34
1708 | 1690,42000,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1710 | 1692,42002,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1693,42003,Cell Tmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature35
1712 | 1694,42004,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1714 | 1696,42006,CellV,,,int16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1716 | 1698,42008,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1718 | 1700 | 1760,42010,CellV,,,int16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1719 | 1701,42011,cell IT mp,,,int16,,,sf,,,,Cell Status,Status of the cell 137
1720 | 1702,42012,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1703,42013,,,,,,,,,,,Cell Voltage,Cell terminal Eitage38
1722 | 1704,42014,CellV,,,int16,,CellV,,,,,Cell Voltage,Cell terminal voltage
1723 | 1705,42015,CellTmp,,,int16,,p_SF,,c,,,Cell Temperature,Cell temperature
1724 | 1106,42016,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1725 | 1707,42017,,,,,,CellV SF,,,,,Cell Voltage,Cell terminal Eltage39
1726 | 1708 | 1767 | 1768,42018,CellV,,,int16,1,CellV SF | Tmp_SF,,c,,,Cell Voltage,Cell terminal voltage
1727 | 1709,42019,CellTmp,,,int16,,Tmp_SF,,c,,,Cell Temperature,Cell temperature
1728,42020,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1729,42021,,,,uint16,,CellV_SF,,v,,,Cell Voltage,Cell terminal Eltz:e40
1730 | 1712,42022,CellV,,,int16,,Tmp_SF,,c,,,Cell Voltage,Cell terminal voltage
1731 | 1113 | 1133 | 1715,42023,CellTmp,,,int16,,CellV_SF,,,,,Cell Temperature,Cell temperature
1732 | 1714,42024,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1734 | 1716,42026,CellV,,,uint16,,Tmp_SF,,c,,,Cell Voltage,Cell terminal voltage
1735 | 1717,42027,CellTmp,,,bitfield32,,,,,,,Cell Temperature,Cell temperature
1736 | 1718,42028,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1731 | 1719,42029,,,,uint16,,CellV_SF,,,,,Cell Voltage,Cell terminal voltaee42
1738,42030,CellV,,,uint16,,Tmp_SF,,c,,,Cell Voltage,Cell terminal voltage
1739 | 1721,42031,Cellimp,,,bitfield32,,,,,,,Cell Status,Status of the ce1142
1740 | 1722,42032,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1742 | 1724,42034,nCelIV,,,int16,,Tmp_SF,,c,,,Cell Temperature,Cell temperature43
1743 | 1725,42035,CellTmp,,,int16,,,,,,,Cell Temperature,Cell temperature
1726,42036,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1727,42037,,,,,,,,,,,Cell Status,Status of the ce1143
1728,42038,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1729,42039,CellTmp,,,int16,,CellV SF | Tmp_Sf,,,,,Cell Temperature,Cell temperature
1730,42040,CellSt,,,bitfield32,,Tmp_Sf,c,,,,Cell Status,Status of the cell
1731,42041,,,,,,,,,,,Cell Status,Status of the cell 144
1732,42042,CellV,,,uint16,,CellV,,,,,Cell Voltage,Cell terminal voltage
1733,42043,CellTmp,,,int16,,CellV | Tmp_SF,c,,,,Cell Temperature,Cell temperature
1734,42044,CellSt,,,bitfield32,,Tmp_SF,c,,,,Cell Status,Status of the cell
1735,42045,,,,,,,,,,,Cell Status,Status of the ce1145
1736,42046,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1737,42047,CellTmp,,,int16,,CellV SF | Tmp_SF,,,,,Cell Temperature,Cell temperature
1738,42048,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1739,42049,,,,,,,,,,,Cell Status,Stans of the ce1146
1740,42050,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1741,42051,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1742,42052,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1743,42053,,,,,,,,,,,Cell Status,Status of the ce1147
1744,42054,CellV,,,uint16,,CellV,v,,,,Cell Voltage,Cell terminal voltage
1745,42055,CellTmp,,,int16,,Tmp_SF,,,,,Cell Temperature,Cell temperature
1746,42056,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1747,42057,,,,,,,,,,,Cell Status,' Status of the ce1148
1748,42058,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1750,42060,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1752,42062,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
1753,42063,CellTmp,,,int16,,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1754,42064,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1756,42066,CellV,,,uint16,,CellV SF,,,,,Cell Voltage,Cell terminal voltage
,42067,CellTmp,,,int16,,Tmp_Sf,c,,,,Cell Temperature,Cell temperature
1758,42068,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1761 | 1762,42071,CellTmp,,,bitfield32,,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1763 | 1762,42073,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1764,42074,ID,7,,uint16,1,,,,S,,Model ID,Model identifier
1765,42075,L,,,uint16,,,,,S,,Model Length,Model length
1766 | 1767,42076,Strldx | Modldx,,,uint16,1,,,,,,String Index,Index of the string containing the module
1769,42079,,,,uint16,1,SOC SF,,,,,Module SoC,"Module state of charge, expressed as a percentage"
1789,42080,DoD,,,uint16,1,DoD_Sf | SoH_SF,,,,,SoH,Module state of health. expressed as a percentage
1792 | 1773,42083,,,,,,,,,,,Module Vottaze,Vottaee of the module
1793 | 1774,42084,,,,uint16,1,,,,,,Max Cell Voltage,Maximum attage for ail cells in the module
1775,42085,CellV,,,uint16,1,CellV,,,,,Cell Voltage,Cell terminal voltage
1795 | 1776,42086,CellV,,,uint16,1,,,,,,Cell Voltage,Cell terminal voltage
1796 | 1777,42087,CellV,,,uint16,1,CellV,,,,,Cell Voltage,Cell terminal voltage
1797 | 1778,42088,CellV,,,uint16,1,,,,,,Cell Voltage,Cell terminal voltage
1798 | 1779,42089,CellV,,,uint16,1,cellV_SF,c,,,,Cell Voltage,Cell terminal voltage
1799 | 1780,42090,cell IT mpMax,,,int16,1,Tmp_SF,c,,,,Cell temperature Cell,Cell with the maximum cell temperature
1781,42091,CellTmp,,,uint16,1,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1782 | 1783,42092,CellTmp,,,uint16,1,Tmp_SF,c,,,,Cell Temperature,Cell temperature
1802 | 1803 | 1783 | 1784,42094,cell,,,int16,1,Tmp_SF,c,,,,Average Cell Temperanre | Balanced Cell Count,Number of cells currenttv being balanced in the module
1804 | 1785,42095,NCellBal,,,uint16,1,,,,,,Serial Number,Serial number for the module
1821 | 1802 | 1862,42112,CellSt,,,sunssf,1,,,,,,Cell Status,Status of the cell
1822 | 1803 | 1863,42113,SOH_SF,,,sunssf,,,,,,,Cell Voltage,Scale factor for module depth of Discharge | Cell terminal voltage15
1823 | 1304,42114,DoO_SF,,,sunssf,1,,,,,,,Scale tactor for module voltage
1825 | 1806,42116,CellV,,,sunssf,,,,,,,Cell Voltage,Cell terminal voltage
1826 | 1807,42117,Tmp_SF,,,sunssf,,,,,,,Cell Voltage,Ceu term naj voltagel
1828 | 1808,42118,CellV,,,uint16,,CellV_SF | Tmp_SF,c,,,,Cell Voltage,Cell terminal voltage
1829 | 1809,42119,CellTmp,,,bitfield32,,,,,,,Cell Temperature,Cell temperature
1810,42120,CellSt,,,bitfield32,,,,,,,Cell Status,Status of the cell
1831 | 1811,42121,,,,uint16,,CellV_SF,v,,,,I Cell Vortaze,Cell terminal voltaee2
1832 | 1812,42122,CellV,,,uint16,,Tmp_Sf,c,,,,Cell Voltage,Cell terminal voltage
1833 | 1813,42123,CellTmp,,,int16,,,,,,,Cell Temperature,Cell temperature
1814,42124,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1816,42126,CellV,,,uint16,,CellV SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1817,42127,CellTmp,,,int16,,Tmp_SF,,,Cell Ternperature,,Cell Temperature,Cell temperature
1818,42128,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1820,42130,CellV,,,uint16,,CellV Sf,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1821 | 1827,42131,CellTmp,,,int16,,Trnp_SF,,,Cell Ternperatve,,Cell Temperature,Cell temperature
1822,42132,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1824,42134,CellV,,,uint16,,CellV SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1825,42135,CellTmp,,,int16,,Tmp_SF,,,Cel Temperature,,Cell Temperature,Cell temperature
1826,42136,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1828,42138,CellV,,,uint16,,CellV SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1829,42139,CellTmp,,,int16,,Tmp_SF,,,Cell Temperature,,Cell Temperature,Cell temperature
1830,42140,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
,42142,CellV,,,uint16,,CellV SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1833,42143,CellTmp,,,int16,,Tmp_SF,,,Cell Temperature,,Cell Temperature,Cell temperature
1834,42144,CellSt,,,bitfield32,,,,,cell Status,,Cell Status,Status of the cell
1836,42146,CellV,,,uint16,,CellV_SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1837,42147,CellTmp,,,int16,,Tmp_SF,,,Cell Temperature,,Cell Temperature,Cell temperature
1838,42148,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1840,42150,CellV,,,uint16,,CellV SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1841 | 1847,42151,cell ITmp,,,int16,,Tmp_SF,,,'cell Temperature,,,Cell temperature9
1842,42152,CellSt,,,bitfield32,,,,,Cell status,,Cell Status,Status of the cell
1844,42154,CellV,,,uint16,,CellV_Sf,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1845,42155,CellTmp,,,int16,,Tmp_SF,c,,Cell Temperature,,Cell Temperature,Cell temperature
1846,42156,CellSt,,,bitfield32,,,,,ICell Status,,Cell Status,Status of the cell
1848,42158,CellV,,,uint16,,CellV SF,,,Cell Voltage,,Cell Voltage,Cell terminal voltage
,42159,Cell T mp,,,int16,,Tmp_SF,c,,ICell Temperature,,,Cell temperaturell | Status of the cell II
1850,42160,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1852,42162,CellV,,,uint16,,CellV_SF,v,,Cell Voltage,,Cell Voltage,Cell terminal voltage
1853,42163,CellTmp,,,int16,,Tmp_Sf,c,,Cell Temperature | Cell Status,,Cell Temperature,Cell temperature
1854,42164,CellSt,,,bitfield32,,,,,Cell Status,,Cell Status,Status of the cell
1856,42166,CellV,,,uint16,,CellV SF,,,Sell Temperature | Cell Voltage,,Cell Voltage,Cell terminal voltage
1857,42167,CellTmp,,,int16,,Tmp_SF,c,,Cen Status | Sell Temperature,,Cell Temperature,Cell temperature
1838,42168,CellSt,,,bitfield32,,,,,Cen Status,,Cell Status,Status of the cell
